latitude,longitude,String,danger
39.346999999999994,-76.671,There is 1 gun offender in this area. There is 1 CCTV camera in this area. ,0
39.326,-76.708,There is 1 gun offender in this area. ,1
39.3,-76.594,There is 1 CCTV camera in this area. ,-1
39.260999999999996,-76.505,There is 1 sex offender in this area. ,5
38.900999999999996,-76.877,There is 1 sex offender in this area. ,6
39.314,-76.59,There is 1 sex offender in this area. There are 2 gun offenders in this area. ,8
39.296,-76.716,There is 1 gun offender in this area. ,1
39.303999999999995,-76.618,There is 1 gun offender in this area. ,1
39.293,-76.675,There is 1 gun offender in this area. ,1
38.379999999999995,-75.608,There is 1 sex offender in this area. ,5
38.838,-76.964,There is 1 sex offender in this area. ,6
39.394,-76.562,There are 2 sex offenders in this area. ,9
39.252,-76.452,There is 1 sex offender in this area. ,4
39.303999999999995,-76.75,There is 1 sex offender in this area. ,6
39.294,-76.572,There are 2 sex offenders in this area. ,9
38.288,-76.616,There is 1 sex offender in this area. ,4
39.217999999999996,-76.64,There is 1 sex offender in this area. ,5
39.282,-76.724,There is 1 sex offender in this area. ,4
39.306,-76.668,There are 3 sex offenders in this area. ,10
39.196,-77.248,There is 1 sex offender in this area. ,5
38.291,-76.467,There is 1 sex offender in this area. ,5
33.306999999999995,-111.967,There is 1 sex offender in this area. ,6
39.687999999999995,-77.406,There is 1 sex offender in this area. ,4
39.330999999999996,-76.565,There is 1 gun offender in this area. There is 1 CCTV camera in this area. ,0
38.83,-76.982,There is 1 sex offender in this area. ,5
39.296,-76.614,There is 1 CCTV camera in this area. ,-1
39.329,-76.681,There are 2 sex offenders in this area. ,7
39.336,-76.718,There is 1 sex offender in this area. ,5
38.839999999999996,-76.956,There is 1 sex offender in this area. ,4
39.356,-76.608,There is 1 gun offender in this area. ,1
38.94,-76.948,There is 1 sex offender in this area. ,6
39.329,-76.541,There is 1 sex offender in this area. ,5
39.344,-76.566,There are 2 sex offenders in this area. ,9
39.321999999999996,-76.538,There is 1 sex offender in this area. ,4
39.257999999999996,-76.496,There is 1 sex offender in this area. ,5
39.852,-75.032,There is 1 sex offender in this area. ,4
39.565,-77.719,There are 9 sex offenders in this area. ,29
39.352,-76.532,There is 1 gun offender in this area. ,1
39.36299999999999,-76.701,There is 1 gun offender in this area. ,1
38.718,-76.864,There is 1 sex offender in this area. ,6
39.288,-76.61,There are 2 CCTV cameras in this area. ,-2
38.547999999999995,-76.584,There is 1 sex offender in this area. ,6
39.096,-76.864,There is 1 sex offender in this area. ,5
39.32,-76.43,There is 1 sex offender in this area. ,6
39.306999999999995,-76.581,There are 3 gun offenders in this area. ,3
38.870999999999995,-76.939,There is 1 sex offender in this area. ,5
39.308,-76.616,There is 1 CCTV camera in this area. ,-1
39.348,-76.566,There is 1 sex offender in this area. ,4
39.305,-76.587,There is 1 sex offender in this area. ,4
39.004999999999995,-76.981,There is 1 sex offender in this area. ,5
39.287,-76.651,There is 1 gun offender in this area. ,1
39.294999999999995,-76.715,There is 1 sex offender in this area. ,4
39.635999999999996,-77.722,There is 1 sex offender in this area. ,4
39.355,-76.693,There are 3 sex offenders in this area. ,11
39.049,-77.075,There is 1 sex offender in this area. ,6
39.304,-76.738,There is 1 gun offender in this area. ,1
39.18,-77.414,There is 1 sex offender in this area. ,6
39.315,-76.675,There is 1 gun offender in this area. ,1
39.87,-76.976,There is 1 sex offender in this area. ,6
39.620999999999995,-77.717,There is 1 sex offender in this area. ,5
39.315,-76.641,There is 1 gun offender in this area. ,1
39.656,-77.73,There is 1 sex offender in this area. ,6
39.303999999999995,-76.634,There is 1 CCTV camera in this area. ,-1
39.24,-76.508,There is 1 sex offender in this area. ,6
39.309,-76.581,There is 1 sex offender in this area. There are 2 gun offenders in this area. ,8
39.35099999999999,-76.759,There is 1 sex offender in this area. ,6
39.297999999999995,-76.574,There are 2 gun offenders in this area. ,2
39.29899999999999,-76.575,There is 1 sex offender in this area. ,4
39.394,-76.564,There is 1 sex offender in this area. ,6
39.397999999999996,-79.296,There is 1 sex offender in this area. ,5
39.344,-76.52,There is 1 sex offender in this area. There is 1 gun offender in this area. ,7
39.345,-76.591,There are 2 sex offenders in this area. There are 2 gun offenders in this area. ,10
39.626,-78.804,There is 1 sex offender in this area. ,5
39.317,-76.541,There is 1 gun offender in this area. ,1
39.291,-76.615,There are 2 CCTV cameras in this area. ,-2
39.358,-76.58,There are 2 sex offenders in this area. ,7
38.903,-76.873,There is 1 sex offender in this area. ,4
39.620999999999995,-77.097,There is 1 sex offender in this area. ,5
39.288999999999994,-76.635,There are 2 gun offenders in this area. There is 1 CCTV camera in this area. ,1
39.428,-76.8,There is 1 sex offender in this area. ,5
35.864999999999995,-83.553,There is 1 sex offender in this area. ,5
39.322,-76.676,There are 2 gun offenders in this area. ,2
39.035,-77.015,There is 1 sex offender in this area. ,5
39.519,-76.327,There is 1 sex offender in this area. ,6
38.358,-75.08,There is 1 sex offender in this area. ,6
39.297999999999995,-76.586,There is 1 gun offender in this area. There is 1 CCTV camera in this area. ,0
39.297,-76.653,There are 2 gun offenders in this area. ,2
39.291999999999994,-76.614,There is 1 CCTV camera in this area. ,-1
39.3,-76.682,There is 1 sex offender in this area. ,5
39.370999999999995,-76.603,There is 1 sex offender in this area. ,6
38.45099999999999,-75.515,There is 1 sex offender in this area. ,6
38.94499999999999,-76.931,There is 1 sex offender in this area. ,5
39.278999999999996,-76.545,There is 1 sex offender in this area. ,6
39.309,-76.639,There are 2 sex offenders in this area. There is 1 gun offender in this area. There is 1 CCTV camera in this area. ,8
39.260999999999996,-76.643,There is 1 gun offender in this area. ,1
39.190999999999995,-77.179,There is 1 sex offender in this area. ,6
39.32,-76.612,There is 1 gun offender in this area. ,1
39.263,-76.491,There is 1 sex offender in this area. ,4
39.324999999999996,-76.681,There is 1 gun offender in this area. ,1
39.300999999999995,-76.627,There are 2 gun offenders in this area. There are 4 CCTV cameras in this area. ,-2
39.317,-76.681,There is 1 gun offender in this area. ,1
38.26,-76.47,There is 1 sex offender in this area. ,6
38.193,-75.785,There is 1 sex offender in this area. ,6
39.322,-76.592,There are 3 gun offenders in this area. ,3
39.29,-76.558,There is 1 gun offender in this area. ,1
38.979,-75.811,There is 1 sex offender in this area. ,6
39.706999999999994,-78.567,There is 1 sex offender in this area. ,5
39.286,-76.592,There is 1 CCTV camera in this area. ,-1
39.298,-76.6,There is 1 gun offender in this area. ,1
39.376,-76.568,There is 1 sex offender in this area. ,5
39.636,-77.722,There is 1 sex offender in this area. ,4
39.309999999999995,-76.582,There is 1 gun offender in this area. ,1
39.018,-76.916,There is 1 sex offender in this area. ,6
38.32,-75.624,There is 1 sex offender in this area. ,4
39.344,-76.684,There is 1 gun offender in this area. ,1
39.32299999999999,-76.571,There is 1 gun offender in this area. ,1
39.309999999999995,-76.652,There is 1 sex offender in this area. ,5
39.574,-76.5,There is 1 sex offender in this area. ,6
39.31699999999999,-76.681,There is 1 gun offender in this area. ,1
39.288,-76.672,There is 1 sex offender in this area. ,6
39.311,-76.777,There is 1 gun offender in this area. ,1
39.315999999999995,-76.61,There is 1 CCTV camera in this area. ,-1
39.305,-76.593,There is 1 CCTV camera in this area. ,-1
38.821,-76.903,There is 1 sex offender in this area. ,5
39.104,-77.072,There is 1 sex offender in this area. ,5
38.617999999999995,-76.91,There is 1 sex offender in this area. ,5
39.299,-76.575,There is 1 sex offender in this area. There is 1 gun offender in this area. There is 1 CCTV camera in this area. ,5
39.136,-76.728,There is 1 sex offender in this area. ,4
38.95099999999999,-76.853,There is 1 sex offender in this area. ,4
38.675999999999995,-75.534,There is 1 sex offender in this area. ,5
39.428,-76.624,There is 1 sex offender in this area. ,6
38.858,-76.922,There is 1 sex offender in this area. ,6
38.248999999999995,-76.493,There is 1 sex offender in this area. ,4
39.041,-77.383,There is 1 sex offender in this area. ,5
39.083999999999996,-77.174,There is 1 sex offender in this area. ,5
38.29,-76.636,There is 1 sex offender in this area. ,4
39.29,-76.642,There is 1 gun offender in this area. ,1
39.653999999999996,-77.704,There is 1 sex offender in this area. ,6
39.327999999999996,-76.604,There are 2 gun offenders in this area. ,2
38.571,-76.085,There is 1 sex offender in this area. ,4
38.254999999999995,-75.281,There is 1 sex offender in this area. ,4
38.328,-75.116,There is 1 sex offender in this area. ,4
38.760999999999996,-76.821,There is 1 sex offender in this area. ,6
39.321999999999996,-77.574,There is 1 sex offender in this area. ,5
39.321999999999996,-76.574,There is 1 gun offender in this area. ,1
39.595,-78.823,There is 1 sex offender in this area. ,4
39.291999999999994,-76.608,There is 1 CCTV camera in this area. ,-1
39.135999999999996,-76.614,There is 1 sex offender in this area. ,4
39.340999999999994,-76.591,There is 1 gun offender in this area. ,1
39.053999999999995,-77.084,There is 1 sex offender in this area. ,5
38.931999999999995,-76.864,There is 1 sex offender in this area. ,4
39.066,-77.016,There is 1 sex offender in this area. ,6
39.711999999999996,-77.804,There is 1 sex offender in this area. ,4
39.26,-76.698,There is 1 gun offender in this area. ,1
39.361,-76.605,There is 1 gun offender in this area. ,1
39.357,-76.683,There is 1 gun offender in this area. ,1
45.436,-122.596,There is 1 sex offender in this area. ,6
38.86,-76.9,There is 1 sex offender in this area. ,6
39.370999999999995,-76.591,There is 1 sex offender in this area. There are 2 gun offenders in this area. ,8
39.37,-76.546,There is 1 gun offender in this area. ,1
38.327,-75.387,There is 1 sex offender in this area. ,5
39.065999999999995,-76.968,There is 1 sex offender in this area. ,5
38.474999999999994,-76.781,There is 1 sex offender in this area. ,6
38.361,-75.509,There is 1 sex offender in this area. ,5
39.637,-77.721,There is 1 sex offender in this area. ,4
38.762,-76.906,There is 1 sex offender in this area. ,4
39.316,-76.564,There is 1 sex offender in this area. ,6
39.278,-76.666,There is 1 gun offender in this area. ,1
39.306,-76.59,There is 1 gun offender in this area. ,1
38.066,-75.564,There is 1 sex offender in this area. ,6
38.835,-76.949,There is 1 sex offender in this area. ,5
39.287,-76.597,There is 1 CCTV camera in this area. ,-1
39.334999999999994,-76.683,There is 1 sex offender in this area. ,5
39.282,-76.652,There are 2 sex offenders in this area. There are 3 gun offenders in this area. ,11
39.314,-76.668,There is 1 sex offender in this area. There are 2 gun offenders in this area. ,6
39.29899999999999,-76.649,There are 2 sex offenders in this area. ,9
39.382,-76.464,There is 1 sex offender in this area. ,6
39.028999999999996,-77.051,There is 1 gun offender in this area. ,1
38.338,-76.822,There is 1 sex offender in this area. ,4
38.71,-76.936,There is 1 sex offender in this area. ,5
39.288999999999994,-76.677,There is 1 sex offender in this area. There is 1 gun offender in this area. ,5
38.37499999999999,-75.589,There is 1 sex offender in this area. ,4
38.6,-77.144,There are 2 sex offenders in this area. ,7
39.26499999999999,-76.665,There is 1 sex offender in this area. ,5
39.29899999999999,-76.563,There is 1 sex offender in this area. ,6
39.239,-76.449,There is 1 sex offender in this area. ,5
39.418,-76.366,There is 1 sex offender in this area. ,5
38.996,-77.0,There is 1 sex offender in this area. ,5
38.650999999999996,-76.907,There is 1 sex offender in this area. ,5
38.971,-76.525,There is 1 sex offender in this area. ,4
39.306,-76.608,There are 2 gun offenders in this area. There is 1 CCTV camera in this area. ,1
39.564,-76.168,There is 1 sex offender in this area. ,5
38.736999999999995,-76.983,There is 1 sex offender in this area. ,4
38.846999999999994,-76.953,There is 1 sex offender in this area. ,4
39.322,-76.682,There is 1 gun offender in this area. ,1
39.16499999999999,-76.781,There is 1 sex offender in this area. ,5
39.361999999999995,-76.594,There is 1 gun offender in this area. ,1
39.37499999999999,-76.589,There is 1 sex offender in this area. ,5
29.984,-95.714,There is 1 sex offender in this area. ,4
39.239,-76.609,There are 2 sex offenders in this area. There is 1 gun offender in this area. ,8
39.400999999999996,-77.407,There is 1 sex offender in this area. ,4
38.984,-76.856,There is 1 sex offender in this area. ,5
39.358,-76.712,There is 1 sex offender in this area. ,4
39.282,-76.632,There are 2 sex offenders in this area. There is 1 gun offender in this area. ,8
39.276,-76.696,There is 1 sex offender in this area. ,4
39.291,-76.621,There is 1 gun offender in this area. There are 3 CCTV cameras in this area. ,-2
38.872,-76.816,There is 1 sex offender in this area. ,5
38.559999999999995,-76.08,There is 1 sex offender in this area. ,6
39.379,-76.567,There is 1 gun offender in this area. ,1
39.349,-76.743,There is 1 gun offender in this area. ,1
39.138999999999996,-76.577,There is 1 sex offender in this area. ,4
39.286,-76.676,There is 1 sex offender in this area. ,4
39.300999999999995,-76.597,There is 1 gun offender in this area. ,1
39.336,-76.682,There is 1 sex offender in this area. ,4
39.300999999999995,-76.585,There are 2 gun offenders in this area. There is 1 CCTV camera in this area. ,1
39.297999999999995,-76.688,There is 1 gun offender in this area. ,1
39.531,-76.403,There is 1 sex offender in this area. ,6
38.638999999999996,-77.077,There is 1 sex offender in this area. ,6
39.340999999999994,-76.603,There are 2 gun offenders in this area. ,2
39.305,-76.603,There is 1 gun offender in this area. ,1
39.33,-76.704,There is 1 gun offender in this area. ,1
39.30499999999999,-76.631,There is 1 gun offender in this area. ,1
33.474,-79.254,There is 1 sex offender in this area. ,5
39.282,-76.686,There is 1 gun offender in this area. ,1
39.164,-76.846,There is 1 gun offender in this area. ,1
32.428999999999995,-106.853,There is 1 sex offender in this area. ,4
39.392,-76.596,There is 1 sex offender in this area. ,4
39.282,-76.694,There are 2 gun offenders in this area. ,2
39.29899999999999,-76.449,There is 1 sex offender in this area. ,5
39.324999999999996,-76.591,There is 1 sex offender in this area. There is 1 gun offender in this area. ,7
39.309,-76.641,There are 2 gun offenders in this area. There is 1 CCTV camera in this area. ,1
39.467,-77.417,There is 1 sex offender in this area. ,4
39.01,-76.464,There is 1 sex offender in this area. ,6
39.309,-76.635,There are 2 gun offenders in this area. ,2
39.349999999999994,-76.596,There are 2 gun offenders in this area. ,2
39.302,-76.624,There is 1 CCTV camera in this area. ,-1
39.298,-76.594,There are 2 CCTV cameras in this area. ,-2
39.282,-76.706,There are 2 gun offenders in this area. ,2
39.285,-76.647,There are 4 sex offenders in this area. There is 1 gun offender in this area. There are 2 CCTV cameras in this area. ,13
32.559,-94.37,There is 1 sex offender in this area. ,6
39.299,-76.683,There is 1 sex offender in this area. ,6
39.315999999999995,-76.606,There are 3 sex offenders in this area. ,10
39.332,-76.468,There is 1 sex offender in this area. ,6
39.333999999999996,-76.594,There are 2 gun offenders in this area. ,2
39.257,-76.651,There are 3 gun offenders in this area. ,3
39.338,-76.668,There are 4 sex offenders in this area. ,13
38.894,-76.95,There is 1 sex offender in this area. ,4
39.297,-76.677,There is 1 sex offender in this area. ,5
39.297999999999995,-76.646,There is 1 gun offender in this area. ,1
39.24099999999999,-76.601,There is 1 sex offender in this area. There is 1 gun offender in this area. ,7
39.506,-76.178,There is 1 sex offender in this area. ,6
39.333,-76.665,There is 1 gun offender in this area. ,1
39.655,-75.921,There is 1 sex offender in this area. ,6
39.312999999999995,-77.615,There is 1 sex offender in this area. ,5
39.178,-77.208,There is 1 sex offender in this area. ,4
39.29,-76.596,There is 1 gun offender in this area. There are 2 CCTV cameras in this area. ,-1
39.291999999999994,-76.59,There is 1 CCTV camera in this area. ,-1
39.30499999999999,-76.667,There is 1 gun offender in this area. ,1
39.309,-76.617,There is 1 CCTV camera in this area. ,-1
39.32899999999999,-76.541,There are 2 gun offenders in this area. ,2
38.962,-76.752,There is 1 sex offender in this area. ,4
38.980999999999995,-76.951,There is 1 sex offender in this area. ,6
39.358,-76.594,There is 1 gun offender in this area. ,1
39.352,-76.566,There is 1 gun offender in this area. ,1
39.306999999999995,-76.639,There are 2 sex offenders in this area. ,8
39.28,-76.438,There is 1 sex offender in this area. ,6
39.330999999999996,-76.703,There is 1 gun offender in this area. ,1
45.208,-93.84,There are 2 sex offenders in this area. ,8
38.885,-76.945,There is 1 sex offender in this area. ,4
39.15899999999999,-77.273,There is 1 sex offender in this area. ,4
39.342999999999996,-76.671,There are 2 gun offenders in this area. ,2
38.9,-76.978,There is 1 sex offender in this area. ,5
39.278999999999996,-76.483,There is 1 sex offender in this area. ,4
39.34,-76.66,There is 1 sex offender in this area. ,4
38.503,-75.567,There is 1 sex offender in this area. ,4
39.305,-76.631,There is 1 gun offender in this area. ,1
38.605,-76.259,There is 1 sex offender in this area. ,5
